Movie Name,Director,Release Year,My Rating,Genre,Own
Persepolis,Vincent Paronnaud,2007,6.99,Drama,No
Albatross,Niall MacCormick,2011,6.98,Independent,No
Cinderella Man,Ron Howard,2005,6.98,Drama,No
Duck Soup,Leo McCarey,1933,6.98,Classic,No
Go,Doug Liman,1999,6.98,Thriller,No
Indiana Jones and the Temple of Doom,Steven Spielberg,1984,6.98,Action,No
Pariah,Dee Rees,2011,6.98,Independent,No
Robin Hood: Men In Tights,Mel Brooks,1993,6.98,Comedy,No
Severance,Christopher Smith,2006,6.98,Horror,No
Sightseers,Ben Wheatley,2012,6.98,Comedy,No
Blow,Ted Demme,2001,6.97,Drama,No
Bronson,Nicolas Winding Refn,2008,6.97,Independent,No
Cashback,Sean Ellis,2006,6.97,Sci-Fi,No
Chop Shop,Ramin Bahrani,2007,6.97,Independent,No
Jackie Brown,Quentin Tarantino,1997,6.97,Action,No
Lost in America,Albert Brooks,1985,6.97,Comedy,No
Mona Lisa,Neil Jordan,1986,6.97,Drama,No
Religulous,Larry Charles,2008,6.97,Documentary,No
The Reader,Stephen Daldry,2008,6.97,Romance,No
The Terminator,James Cameron,1984,6.97,Sci-Fi,No
Thesis,Alejandro Amenabar,1996,6.97,Foreign,No
Walking and Talking,Nicole Holofcener,1996,6.97,Independent,No
Certified Copy,Abbas Kiarostami,2010,6.96,Foreign,No
Eden Lake,James Watkins,2008,6.96,Horror,No
Eyes Wide Shut,Stanley Kubrick,1999,6.96,Thriller,No
Next Stop Wonderland,Brad Anderson,1998,6.96,Comedy,No
The Lovers on the Bridge,Leos Carax,1991,6.96,Foreign,No
The Swell Season,Chris Dapkins,2011,6.96,Documentary,No
True Adolescents,Craig Johnson,2009,6.96,Independent,No
3:10 to Yuma,James Mangold,2007,6.95,Western,No
Aguirre: The Wrath of God,Werner Herzog,1972,6.95,Foreign,No
Clueless,Amy Heckerling,1995,6.95,Comedy,No
Four Weddings and a Funeral,Mike Newell,1994,6.95,Romance,No
Live Flesh,Pedro Almodovar,1997,6.95,Foreign,No
North by Northwest,Alfred Hitchcock,1959,6.95,Action,No
Time Bandits,Terry Gilliam,1981,6.95,Fantasy,No
Zero Dark Thirty,Kathryn Bigelow,2012,6.95,Action,No
House,Nobuhiko Obayashi,1977,6.94,Foreign,No
Kalifornia,Dominic Sena,1993,6.94,Thriller,No
Laurel Canyon,Lisa Cholodenko,2003,6.94,Drama,No
Like Crazy,Drake Doremus,2011,6.94,Romance,No
The Iron Giant,Brad Bird,1999,6.94,Family,No
This is 40,Judd Apatow,2012,6.94,Comedy,No
As Good As It Gets,James L. Brooks,1997,6.93,Drama,No
Code 46,Michael Winterbottom,2003,6.93,Sci-Fi,No
Higher Ground,Vera Farmiga,2011,6.93,Independent,No
Monster,Patty Jenkins,2003,6.93,Drama,No
Punching the Clown,Gregori Viens,2009,6.93,Independent,No
Ratcatcher,Lynne Ramsay,1999,6.93,Independent,No
Sherlock Holmes,Guy Ritchie,2009,6.93,Action,No
Sleepless in Seattle,Nora Ephron,1993,6.93,Romance,No
Straw Dogs,Sam Peckinpah,1971,6.93,Thriller,No
The People vs. Larry Flynt,Milos Forman,1996,6.93,Drama,No
Winnebago Man,Ben Steinbauer,2009,6.93,Documentary,No
A Guide to Recognizing Your Saints,Dito Montiel,2006,6.92,Independent,No
Baghead,Jay and Mark Duplass,2008,6.92,Independent,No
Double Indemnity,Billy Wilder,1944,6.92,Classic,No
Kiss of the Spider Woman,Hector Babenco,1985,6.92,Drama,No
Lady Vengeance,Chan-wook Park,2005,6.92,Foreign,No
The Straight Story,David Lynch,1999,6.92,Family,No
The Weather Man,Gore Verbinski,2005,6.92,Drama,No
Waiting for Guffman,Christopher Guest,1996,6.92,Comedy,No
Cleo from 5 to 7,Agnès Varda,1961,6.91,Foreign,No
Legends of the Fall,Edward Zwick,1994,6.91,War,Yes
Role Models,David Wain,2008,6.91,Comedy,No
A League of Their Own,Penny Marshall,1992,6.90,Sports,No
The East,Zal Batmanglij,2013,6.90,Thriller,No
Waking Ned Devine,Kirk Jones,1998,6.90,Independent,No
Life as a House,Irwin Winkler,2001,6.89,Drama,No
Catfish,Henry Joost,2010,6.88,Documentary,No
Despicable Me 2,Pierre Coffin,2013,6.88,Family,No
Easy Rider,Dennis Hopper,1969,6.88,Drama,No
Haywire,Steven Soderberg,2011,6.88,Action,No
He Died with a Felafel in His Hand,Richard Lowenstein,2001,6.88,Comedy,No
Shut Up and Play the Hits,Will Lovelace,2012,6.88,Documentary,No
Still Walking,Hirokazu Koreeda,2008,6.88,Foreign,No
The Trosky,Jacob Tierney,2009,6.88,Independent,No
The Wild Hunt,Alexandre Franchi,2009,6.88,Independent,No
Wreck-It Ralph,Rich Moore,2012,6.88,Family,No
$5 a Day,Nigel Cole,2008,6.87,Comedy,No
1984,Michael Radford,1984,6.87,Sci-Fi,No
Bella,Alejandro Gomez Monteverde,2006,6.87,Drama,No
Black Sheep,Penelope Spheeris,1996,6.87,Comedy,No
Capitalism: A Love Story,Michael Moore,2009,6.87,Documentary,No
Diabolique,Henri-Georges Clouzot,1954,6.87,Classic,No
Easy A,Will Gluck,2010,6.87,Comedy,No
Erin Brockovich,Steven Soderberg,2000,6.87,Drama,No
Fearless,Peter Weir,1993,6.87,Drama,No
Frailty,Bill Paxton,2002,6.87,Thriller,No
Grindhouse: Death Proof,Quentin Tarantino,2007,6.87,Action,No
In the Company of Men,Neil LaBute,1997,6.87,Comedy,No
Ira & Abby,Robert Cary,2006,6.87,Romance,No
Lord of War,Andrew Niccol,2005,6.87,Action,No
Paranormal Activity 2,Tod Williams,2010,6.87,Horror,No
Peeping Tom,Michael Powell,1960,6.87,Thriller,No
"Planes, Trains and Automobiles",John Hughes,1987,6.87,Comedy,No
Short Cuts,Robert Altman,1993,6.87,Drama,No
Slacker,Richard Linklater,1991,6.87,Independent,No
Somers Town,Shane Meadows,2008,6.87,Drama,No
The Artist,Michel Hazanavicius,2011,6.87,Drama,No
The Bank Job,Roger Donaldson,2008,6.87,Action,No
The Dead Zone,David Cronenberg,1983,6.87,Thriller,No
The Fall,Tarsem Singh,2006,6.87,Drama,No
The Imaginarium of Doctor Parnassus,Terry Gilliam,2009,6.87,Fantasy,Yes
The Messenger,Oren Moverman,2009,6.87,Drama,No
The New World,Terrence Malick,2005,6.87,Romance,No
The Night of the Hunter,Charles Laughton,1955,6.87,Classic,No
The Producers,Mel Brooks,1968,6.87,Comedy,No
Transsiberian,Brad Anderson,2008,6.87,Thriller,No
Troubled Water,Erik Poppe,2008,6.87,Foreign,No
Dancer in the Dark,Lars von Trier,2000,6.86,Independent,No
Julie & Julia,Nora Ephron,2009,6.86,Drama,No
Leaving Las Vegas,Mike Figgis,1995,6.86,Drama,No
Lymelife,Derick Martini,2008,6.86,Independent,No
The Grey,Joe Carnahan,2012,6.86,Action,No
The Innkeepers,Ti West,2011,6.86,Horror,No
The Safety of Objects,Rose Troche,2001,6.86,Drama,Yes
What Maisie Knew,Scott McGehee,2013,6.86,Drama,No
Body Heat,Lawrence Kasdan,1981,6.85,Romance,No
Brining Up Baby,Howard Hawks,1938,6.85,Classic,No
Conversations with Other Women,Hans Canosa,2006,6.85,Romance,No
Full Metal Jacket,Stanley Kubrick,1987,6.85,War,No
Funny People,Judd Apatow,2009,6.85,Comedy,No
"Girl, Interrupted",James Mangold,1999,6.85,Drama,No
"He Loves Me, He Loves Me Not",Laetitia Colombani,2002,6.85,Foreign,No
Sweeney Todd,Tim Burton,2007,6.85,Horror,No
The Brothers Bloom,Rian Johnson,2008,6.85,Action,No
The Damned United,Tom Hooper,2008,6.85,Sports,No
The Edukators,Hans Weingartner,2005,6.85,Foreign,No
The Good Girl,Miguel Arteta,2002,6.85,Romance,No
The Sure Thing,Rob Reiner,1985,6.85,Comedy,No
Tie Me Up! Tie Me Down!,Pedro Almodovar,1990,6.85,Foreign,No
Two Women,Vittorio De Sica,1960,6.85,Foreign,No
Valhalla Rising,Nicolas Winding Refn,2009,6.85,Fantasy,No
Graceland,Ron Morales,2012,6.84,Foreign,No
Heart of Darkness,George Hickenlooper,1991,6.84,Documentary,No
Hour of the Wolf,Ingmar Bergman,1968,6.84,Horror,No
How I Live Now,Kevin MacDonald,2013,6.84,Drama,No
May,Lucky McKee,2003,6.84,Horror,No
Midnight Run,Martin Brest,1988,6.84,Action,No
ParaNorman,Chris Butler,2012,6.84,Family,No
Rashomon,Akira Kurosawa,1950,6.84,Foreign,No
The Adventures of Tintin,Steven Spielberg,2011,6.84,Family,No
The Illusionist,Sylvain Chomet,2010,6.84,Family,No
Greenberg,Noah Baumback,2009,6.83,Independent,No
Maria Full of Grace,Joshua Marston,2004,6.83,Foreign,No
Notes on a Scandal,Richard Eyre,2006,6.83,Drama,No
Oblivion,Joseph Kosinski,2013,6.83,Sci-Fi,No
Starbuck,Ken Scott,2011,6.83,Foreign,No
Stranger than Paradise,Jim Jarmusch,1984,6.83,Independent,No
The Odd Couple,Gene Saks,1969,6.83,Comedy,No
A Tale of Two Sisters,Ji-woon Kim,2004,6.82,Foreign,No
American Graffiti,George Lucas,1973,6.82,Comedy,No
Barry Lyndon,Stanley Kubrick,1975,6.82,Drama,No
Cronos,Guillermo del Toro,1993,6.82,Foreign,No
Local Hero,Bill Forsyth,1983,6.82,Comedy,No
Out of the Furnace,Scott Cooper,2013,6.82,Drama,No
Ponyo,Hayao Miyazaki,2008,6.82,Family,No
Psycho (1960),Alfred Hitchcock,1960,6.82,Horror,No
The Do-Deca-Pentathlon,Jay and Mark Duplass,2012,6.82,Independent,No
X-Men,Bryan Singer,2000,6.82,Action,No
Inland Empire,David Lynch,2006,6.81,Thriller,No
Julia,Erick Zonca,2008,6.81,Thriller,No
City Slickers,Ron Underwood,1991,6.80,Comedy,No
Drag Me to Hell,Sam Raimi,2009,6.80,Horror,No
Funny Ha Ha,Andrew Bujalski,2005,6.80,Independent,No
Lawn Dogs,John Duigan,1997,6.80,Drama,No
Mrs. Doubtfire,Chris Columbus,1993,6.80,Comedy,No
The Amazing Spider-Man 2,Marc Webb,2014,6.80,Action,No
Trollhunter,André Øvredal,2010,6.80,Foreign,No
Veronica Mars,Rob Thomas,2014,6.80,Comedy,No
What Ever Happened to Baby Jane?,Robert Aldrich,1962,6.80,Thriller,No
A Bug's Life,Andrew Stanton,1998,6.79,Family,No
Breach,Billy Ray,2007,6.79,Thriller,No
Doc of the Dead,Alexandre O. Philippe,2014,6.79,Documentary,No
It's a Wonderful Life,Frank Capra,1946,6.79,Classic,No
Sympathy for Mr. Vengence,Chan-wook Park,2002,6.79,Foreign,No
The Exterminating Angel,Luis Bunuel,1962,6.79,Foreign,No
Grizzly Man,Werner Herzog,2005,6.78,Documentary,No
M,Fritz Lang,1931,6.78,Classic,No
MASH,Robert Altman,1970,6.78,Comedy,No
Oculus,Mike Flanagan,2014,6.78,Horror,No
Pee-Wee's Big Adventure,Tim Burton,1985,6.78,Comedy,No
Serpico,Sidney Lumet,1973,6.78,Action,No
Session 9,Brad Anderson,2001,6.78,Horror,No
The Kite Runner,Marc Foster,2007,6.78,Drama,No
The Last of the Mohicans,Michael Mann,1992,6.78,Action,No
The Story of Luke,Alonso Mayo,2012,6.78,Independent,No
Women on the Verge of a Nervous Breakdown,Pedro Almodovar,1988,6.78,Foreign,No
A Single Man,Tom Ford,2009,6.77,Drama,No
Bad Milo!,Jacob Vaughan,2013,6.77,Horror,No
Donnie Brasco,Mike Newell,1997,6.77,Thriller,No
Girlfight,Karyn Kusama,2000,6.77,Sports,No
Hesher,Spencer Susser,2010,6.77,Comedy,No
Kissing Jessica Stein,Charles Herman-Wurmfeld,2001,6.77,Independent,No
Minority Report,Steven Spielberg,2002,6.77,Sci-Fi,No
October Sky,Joe Johnston,1999,6.77,Family,No
Paranormal Activity 3,Henry Joost,2011,6.77,Horror,No
So I Married an Axe Murderer,Thomas Schlamme,1993,6.77,Comedy,No
Sweet and Lowdown,Woody Allen,1999,6.77,Drama,No
The Escapist,Rupert Wyatt,2008,6.77,Thriller,No
A Midsummer Night's Sex Comedy,Woody Allen,1982,6.76,Comedy,No
Dead Alive,Peter Jackson,1992,6.76,Horror,No
Knife in the Water,Roman Polanski,1962,6.76,Thriller,No
Midnight Express,Alan Parker,1978,6.76,Action,No
Monsters,Gareth Edwards,2010,6.76,Action,No
Ocean's Thirteen,Steven Soderberg,2007,6.76,Action,No
The Apostle,Robert Duvall,1997,6.76,Drama,No
Apollo 13,Ron Howard,1995,6.75,Drama,No
Awakenings,Penny Marshall,1990,6.75,Drama,No
Bubba Ho-Tep,Don Coscarelli,2003,6.75,Comedy,No
Citizen Kane,Orson Welles,1941,6.75,Classic,No
Clay Pigeons,David Dobkin,1998,6.75,Thriller,No
"Crazy, Stupid, Love.",Glenn Ficarra,2011,6.75,Romance,No
Far From Heaven,Todd Haynes,2002,6.75,Drama,No
I Give it a Year,Dan Mazer,2013,6.75,Romance,No
Mammoth,Lukas Moodysson,2009,6.75,Drama,No
Sleeper,Woody Allen,1973,6.75,Comedy,No
You've Got Mail,Nora Ephron,1998,6.75,Romance,No
Analyze This,Harold Ramis,1999,6.74,Comedy,No
Elvis & Anabelle,Will Geiger,2007,6.74,Romance,No
"Food, Inc.",Robert Kenner,2008,6.74,Documentary,No
Hercules,Ron Clements,1997,6.74,Family,No
Meet the Parents,Jay Roach,2000,6.74,Comedy,No
Perfume: The Story of a Murderer,Tom Tykwer,2006,6.74,Drama,No
Robot & Frank,Jake Schreier,2012,6.74,Independent,No
The Hunter,Daniel Nettheim,2011,6.74,Thriller,No
"Tinker, Tailor, Solider, Spy",Tomas Alfredson,2011,6.74,Thriller,No
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,6.73,Action,No
Last Night,Don McKellar,1998,6.73,Independent,No
Life During Wartime,Todd Solondz,2009,6.73,Independent,No
Life Is Beautiful,Roberto Benigni,1997,6.73,Foreign,No
Lovely & Amazing,Nicole Holofcener,2002,6.73,Independent,Yes
Premium Rush,David Koepp,2012,6.73,Action,No
Raging Bull,Martin Scorsese,1980,6.73,Sports,No
Roger & Me,Michael Moore,1989,6.73,Documentary,No
Sisters,Brian de Palma,1973,6.73,Horror,No
The Wizard of Oz,Victor Fleming,1939,6.73,Classic,No
You're Next,Adam Wingard,2011,6.73,Horror,No
Bananas,Woody Allen,1971,6.72,Comedy,No
Cold Souls,Vincent Gallo,2008,6.72,Sci-Fi,No
Fanny and Alexander,Ingmar Bergman,1982,6.72,Foreign,No
"Jeff, Who Lives at Home",Jay and Mark Duplass,2011,6.72,Independent,No
Kill Your Darlings,John Krokidas,2013,6.72,Thriller,No
The Game,David Fincher,1997,6.72,Thriller,No
The Hangover,Todd Phillips,2009,6.72,Comedy,No
The Pervert's Guide to Ideology,Sophie Fiennes,2012,6.72,Documentary,No
Big Night,Stanley Tucci,1996,6.71,Drama,No
Grace Is Gone,James C. Strouse,2007,6.71,Drama,No
HappyThankYouMorePlease,Josh Radnor,2011,6.71,Independent,No
Hugo,Martin Scorsese,2011,6.71,Drama,No
Never Forever,Gina Kim,2007,6.71,Independent,No
"Run, Fat Boy, Run",David Schwimmer,2007,6.71,Comedy,No
Bad Grandpa,Jeff Tremaine,2013,6.70,Comedy,No
Birth of the Living Dead,Rob Kuhns,2013,6.70,Documentary,No
Casablanca,Michael Curtiz,1942,6.70,Classic,No
"I Love You, Man",John Hamburg,2009,6.70,Comedy,No
Bad Lieutenant,Abel Ferrara,1992,6.69,Drama,No
Milius,Joey Figueroa,2013,6.69,Documentary,No
Nashville,Robert Altman,1975,6.69,Drama,No
Rampart,Oren Moverman,2011,6.69,Drama,No
Rocket Science,Jeffrey Blitz,2007,6.69,Independent,No
Burning Man,Jonathan Teplitzky,2011,6.68,Drama,No
El Mariachi,Robert Rodriguez,1992,6.68,Action,No
Hot Tub Time Machine,Steve Pink,2010,6.68,Comedy,No
"I'm a Cyborg, but That's Ok",Chan-wook Park,2006,6.68,Foreign,No
Love Actually,Richard Curtis,2003,6.68,Romance,No
Morvern Callar,Lynne Ramsay,2002,6.68,Independent,No
World War Z,Marc Foster,2013,6.68,Action,No
35 Shots of Rum,Claire Denis,2007,6.67,Independent,No
Cyrus,Jay and Mark Duplass,2010,6.67,Comedy,No
Jules and Jim,François Truffaut,1962,6.67,Foreign,No
Paths of Glory,Stanley Kubrick,1957,6.67,War,No
Radio Days,Woody Allen,1987,6.67,Drama,No
Doubt,John Patrick Shanley,2008,6.66,Drama,No
Jug Face,Chad Crawford Kinkle,2013,6.66,Horror,No
Planet of the Apes (original),Franklin J. Schaffner,1968,6.65,Fantasy,No
Secondhand Lions,Tim McCanlies,2003,6.65,Family,No
Speak,Jessica Sharzer,2004,6.65,Independent,No
Trues Lies,James Cameron,1994,6.65,Sci-Fi,No
Defending Your Life,Albert Brooks,1991,6.64,Comedy,No
Precious: Based on the Novel by Sapphire,Lee Daniels,2009,6.64,Drama,No
Lebanon,Samuel Maoz,2009,6.63,Foreign,No
Mean Streets,Martin Scorsese,1973,6.63,Action,No
My Week with Marilyn,Simon Curtis,2011,6.63,Drama,No
Spider,David Cronenberg,2002,6.63,Thriller,No
Sweet Land,Ali Selim,2005,6.63,Independent,No
Fat Kid Rules the World,Matthew Lillard,2012,6.62,Independent,No
That Thing You Do!,Scott Teems,1996,6.62,Comedy,No
The Commitments,Alan Parker,1991,6.62,Drama,No
Liberal Arts,Josh Radnor,2012,6.61,Independent,No
SLC,James Merendino,1999,6.61,Independent,No
The Family Stone,Thomas Bezucha,2005,6.60,Drama,No
Chopper,Andrew Dominik,2000,6.59,Drama,No
Good Dick,Marianna Palka,2008,6.59,Independent,No
Metrpolitan,Whit Stillman,1990,6.59,Independent,No
Stolen Kisses,François Truffaut,1968,6.59,Foreign,No
The Campaign,Jay Roach,2012,6.59,Comedy,No
Cloudy with a Chance of Meatballs,Phil Lord,2009,6.58,Family,No
Five Easy Pieces,Bob Rafelson,1970,6.58,Drama,No
Hard Candy,David Slade,2005,6.58,Thriller,No
Heathers,Michael Lehman,1989,6.58,Comedy,No
Made,Jon Favreau,2001,6.58,Comedy,No
Me and Orson Welles,Richard Linklater,2008,6.58,Drama,No
Monster's Ball,Marc Foster,2001,6.58,Drama,No
Saw,James Wan,2004,6.58,Horror,No
Smoke,Wayne Wang,1995,6.58,Independent,No
The Last Samurai,Edward Zwick,2003,6.58,Action,No
The Namesake,Mira Nair,2006,6.58,Drama,No
This Boy's Life,Michael Caton-Jones,1993,6.58,Drama,No
Born on the Fourth of July,Oliver Stone,1989,6.57,War,No
Sleepy Hollow,Tim Burton,1999,6.57,Horror,No
Benny and Joon,Jeremiah S. Chechik,1993,6.56,Romance,No
Gallipoli,Peter Weir,1981,6.56,War,No
Schizopolis,Steven Soderberg,1996,6.56,Independent,No
There's Something About Mary,Bobby and Peter Farrelly,1998,6.56,Comedy,No
A Matter of Life and Death,Michael Powell,1946,6.55,Classic,No
Broadway Danny Rose,Woody Allen,1984,6.55,Comedy,No
Scanners,David Cronenberg,1980,6.55,Horror,No
Tape,Richard Linklater,2001,6.55,Independent,No
The Beaver,Jodie Foster,2011,6.55,Drama,No
The Foot Fist Way,Jody Hill,2006,6.55,Comedy,No
The Giant Mechanical Man,Lee Kirk,2012,6.55,Independent,No
The Hours,Stephen Daldry,2002,6.55,Drama,No
24 Hour Party People,Michael Winterbottom,2002,6.54,Independent,No
Brave,Mark Andrews,2012,6.54,Family,No
Cairo Time,Ruba Nadda,2009,6.54,Romance,No
Defendor,Peter Stebbings,2009,6.54,Action,No
Dogma,Kevin Smith,1999,6.54,Comedy,No
Everything You Wanted to Know About Sex,Woody Allen,1971,6.54,Comedy,No
Hook,Steven Spielberg,1991,6.54,Action,No
Kinsey,Bill Condon,2004,6.54,Drama,No
Me and You and Everyone We Know,Miranda July,2005,6.54,Independent,No
Middle of Nowhere,John Stockwell,2008,6.54,Independent,No
Mr. Nobody,Jaco van Dormael,2009,6.54,Sci-Fi,No
Old School,Todd Phillips,2003,6.54,Comedy,No
Popeye,Robert Altman,1980,6.54,Family,No
Surf's Up,Chris Buck,2007,6.54,Family,No
The Duellists,Ridley Scott,1977,6.54,Action,No
The Hudsucker Proxy,Joel and Ethan Coen,1994,6.54,Comedy,No
Ghost Town,David Koepp,2008,6.53,Comedy,No
Palindromes,Todd Solondz,2005,6.53,Independent,No
Pollock,Ed Harris,2000,6.53,Drama,No
Shakespeare in Love,John Madden,1998,6.53,Romance,No
Bloody Sunday,Paul Greengrass,2002,6.52,Drama,No
His Girl Friday,Howard Hawks,1940,6.52,Classic,No
Kind Hearts and Coronets,Robert Hamer,1949,6.52,Classic,No
Modern Romance,Albert Brooks,1981,6.52,Comedy,No
The Trouble with Harry,Alfred Hitchcock,1955,6.52,Comedy,No
Trust,David Schwimmer,2010,6.52,Drama,No
Red State,Kevin Smith,2011,6.51,Horror,No
Touch of Evil,Orson Welles,1958,6.51,Classic,No
Eyes Without a Face,Georges Franju,1960,6.50,Classic,No
The Adjustment Bureau,George Nolfi,2011,6.50,Sci-Fi,No
Valentin,Alejandro Agresti,2002,6.50,Foreign,No
Elephant,Gus Van Sant,2003,6.49,Independent,No
Everything Must Go,Dan Rush,2010,6.49,Drama,No
Green Street Hooligans,Lexi Alexander,2005,6.49,Sports,No
I'm Reed Fish,Zackary Adler,2007,6.49,Independent,No
My Big Fat Greek Wedding,Joel Zwick,2002,6.49,Comedy,No
Moonstruck,Norman Jewison,1987,6.48,Romance,No
Spring Breakers,Harmony Korine,2013,6.48,Independent,No
Computer Chess,Andrew Bujalski,2013,6.47,Independent,No
Harry Potter and the Sorcerer's Stone,Chris Columbus,2001,6.47,Fantasy,No
Secretary,Steven Shainberg,2002,6.47,Comedy,No
Syriana,Stephen Gaghan,2005,6.47,Thriller,No
The Notebook,Nick Cassavetes,2004,6.47,Romance,No
Weekend,Andrew Haigh,2011,6.47,Independent,No
Everything is Illuminated,Liev Schreiber,2005,6.46,Drama,No
The Crazies,Breck Eisner,2010,6.46,Horror,No
The Talented Mr. Ripley,Anthony Minghella,1999,6.46,Thriller,No
Beetlejuice,Tim Burton,1988,6.45,Horror,No
Belle De Jour,Luis Bunuel,1967,6.45,Foreign,No
Ghost,Jerry Zucker,1990,6.45,Romance,No
Harry Potter and the Order of the Phoenix,David Yates,2007,6.45,Fantasy,No
Shadows,John Cassavetes,1959,6.45,Classic,No
The Girlfriend Experience,Steven Soderberg,2009,6.45,Independent,No
Disconnect,Henry Alex Rubin,2012,6.44,Drama,No
Shadow of the Vampire,E. Elias Merhige,2000,6.44,Horror,No
Thor: The Dark World,Alan Taylor,2013,6.44,Action,No
Austin Powers in Goldmember,Jay Roach,2002,6.43,Comedy,No
Brothers,Jim Sheridan,2009,6.43,Drama,No
Capatin America: The First Avenger,Joe Johnston,2011,6.43,Action,No
Cape Fear,Martin Scorsese,1991,6.43,Thriller,No
Dirty Harry,Don Siegel,1971,6.43,Action,No
Fallen Angels,Kar Wai Wong,1995,6.43,Foreign,No
Hard Boiled,John Woo,1992,6.43,Foreign,No
Joan Rivers: A Piece of Work,Ricki Stern,2010,6.43,Documentary,No
Short Circuit,John Badham,1986,6.43,Family,No
The Fly,David Cronenberg,1986,6.43,Horror,No
The Pursuit of Happyness,Gabriele Muccino,2006,6.43,Drama,No
The Road to Guantanamo,Michael Winterbottom,2006,6.43,Independent,No
Humpday,Lynn Shelton,2009,6.42,Independent,No
Teenage,Matt Wolf,2014,6.42,Documentary,No
The Rum Diary,Bruce Robinson,2011,6.42,Comedy,No
C.O.G.,Kyle Patrick Alvarez,2013,6.41,Independent,No
Howl,Rob Epstein,2010,6.41,Drama,No
Paul,Greg Mottola,2011,6.41,Comedy,No
The Frighteners,Peter Jackson,1986,6.41,Horror,No
The Mission,Roland Joffé,1986,6.41,Action,Yes
Wedding Crashers,David Dobkin,2005,6.40,Comedy,No
Murder by Death,Robert Moore,1976,6.39,Comedy,No
How to Kill Your Neighbor's Dog,Michael Kalesniko,2001,6.38,Comedy,No
King of California,Mike Cahill,2007,6.38,Independent,No
Leaves of Grass,Tim Blake Nelson,2009,6.38,Comedy,No
Night of the Living Dead,George A. Romero,1968,6.38,Horror,No
Obselidia,Diane Bell,2010,6.38,Independent,No
Panic,Henry Bromell,2000,6.38,Thriller,No
Prisoners,Denis Villeneuve,2013,6.38,Drama,No
Slums of Beverly Hills,Tamara Jenkins,1998,6.38,Comedy,No
Crash (DC),David Cronenberg,1996,6.37,Thriller,No
Ink,Jamin Winans,2009,6.37,Sci-Fi,No
The Innocents,Jack Clayton,1961,6.37,Classic,No
We Don't Live Here Anymore,John J. Curran,2004,6.36,Independent,No
Friday Night Lights,Peter Berg,2004,6.35,Sports,No
Home Alone,Chris Columbus,1988,6.35,Family,No
Insidious,James Wan,2011,6.35,Horror,No
The Mist,Frank Darabont,2007,6.35,Horror,No
Billy Elliot,Stephen Daldry,2000,6.34,Drama,No
Charade,Stanley Donen,1963,6.34,Thriller,No
Chasing Amy,Kevin Smith,1997,6.34,Comedy,No
Harry Potter and the Half-Blood Prince,David Yates,2009,6.34,Fantasy,No
Quantum of Solace,Marc Foster,2008,6.34,Action,No
A Few Good Men,Rob Reiner,1992,6.33,Drama,No
Batman Returns,Tim Burton,1992,6.33,Action,No
Exporting Raymond,Philip Rosenthal,2010,6.33,Documentary,No
Hero,Yimou Zhang,2002,6.33,Foreign,No
The Last Exorcism,Daniel Stamm,2010,6.33,Horror,No
Eight Men Out,John Sayles,1988,6.32,Sports,No
Killer's Kiss,Stanley Kubrick,1955,6.32,Thriller,No
My Left Foot,Jim Sheridan,1989,6.32,Drama,No
Paranoid Park,Gus Van Sant,2007,6.32,Independent,No
Passion of Anna,Ingmar Bergman,1969,6.32,Foreign,No
Spaceballs,Mel Brooks,1987,6.32,Comedy,Yes
The Discreet Charm of the Bourgeoisie,Luis Bunuel,1972,6.32,Foreign,No
The Future,Miranda July,2011,6.32,Independent,No
The Little Mermaid,Ron Clements,1989,6.32,Family,No
The Squid and the Whale,Noah Baumback,2005,6.32,Independent,No
Thirteen Days,Roger Donaldson,2000,6.32,Drama,No
White Material,Claire Denis,2009,6.32,Independent,No
Amarcord,Federico Fellini,1974,6.31,Foreign,No
Eraserhead,David Lynch,1976,6.31,Independent,No
Hannah Takes the Stairs,Joe Swanberg,2007,6.31,Independent,No
My Dinner with Andre,Louis Malle,1981,6.31,Drama,No
The Last Kiss,Tony Goldwyn,2006,6.31,Romance,No
The Lost World: Jurassic Park,Steven Spielberg,1997,6.31,Action,No
Wish You Were Here,Kieran Darcy-Smith,2012,6.31,Drama,No
Lucky Number Slevin,Paul McGuigan,2006,6.30,Action,No
Zero Effect,Jake Kasdan,1998,6.30,Thriller,No
Adult World,Scott Coffey,2014,6.29,Independent,No
Extract,Mike Judge,2009,6.28,Comedy,No
The Killer Inside Men,Michael Winterbottom,2010,6.28,Thriller,Yes
Highball,Noah Baumback,1997,6.27,Independent,No
Jesus' Son,Alison MacLean,1999,6.27,Independent,No
Mean Girls,Mark S. Waters,2004,6.27,Comedy,No
Smiles of a Summer Night,Ingmar Bergman,1955,6.27,Foreign,No
The Fugitive,Andrew Davis,1993,6.27,Action,No
GoldenEye,Martin Campbell,1995,6.26,Action,No
Hearts in Atlantis,Scott Hicks,2001,6.25,Drama,No
3 Women,Robert Altman,1977,6.24,Drama,No
Bullets Over Broadway,Woody Allen,1994,6.24,Comedy,No
Silent House,Chris Kentis,2011,6.24,Horror,No
Take Me Home,Sam Jaeger,2011,6.24,Drama,No
Adoration,Atom Egoyan,2007,6.23,Drama,No
Catch-22,Mike Nichols,1970,6.23,War,No
Chocolat,Lasse Hallstrom,2000,6.23,Romance,No
Defiance,Edward Zwick,2008,6.23,War,No
